agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,opti_cost,oc_diff,relative_diff,node_sequence,link_sequence,time_sequence,time_decimal_sequence,
1,1,3,0,1,3,vo,AM,10.0,0.0,42.0,0.0100,0,0,0,1;3;,-1514150288;,0730:00;0811:59;,450.00;491.98;
112,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:36;0816:23;0901:30;,421.60;496.40;541.50;
113,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:36;0816:36;0901:42;,421.60;496.60;541.70;
114,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:36;0817:00;0902:05;,421.60;497.00;542.10;
115,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:42;0818:17;0903:24;,421.70;498.30;543.40;
116,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:42;0819:00;0904:05;,421.70;499.00;544.10;
117,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:42;0819:36;0904:42;,421.70;499.60;544.70;
118,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:42;0820:12;0905:17;,421.70;500.20;545.30;
119,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:42;0821:36;0906:42;,421.70;501.60;546.70;
120,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:42;0822:00;0907:05;,421.70;502.00;547.10;
121,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:47;0822:47;0907:54;,421.80;502.80;547.90;
122,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:47;0823:23;0908:30;,421.80;503.40;548.50;
123,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:47;0823:36;0908:42;,421.80;503.60;548.70;
124,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:47;0825:06;0910:12;,421.80;505.10;550.20;
125,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:47;0826:00;0911:05;,421.80;506.00;551.10;
126,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:47;0827:06;0912:12;,421.80;507.10;552.20;
127,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:47;0827:30;0912:35;,421.80;507.50;552.60;
128,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:53;0830:36;0915:42;,421.90;510.60;555.70;
129,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:53;0830:53;0916:00;,421.90;510.90;556.00;
130,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:53;0831:00;0916:05;,421.90;511.00;556.10;
131,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:53;0832:00;0917:05;,421.90;512.00;557.10;
132,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:53;0832:12;0917:17;,421.90;512.20;557.30;
133,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:53;0832:17;0917:24;,421.90;512.30;557.40;
134,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:00;0832:47;0917:54;,422.00;512.80;557.90;
135,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:00;0833:30;0918:35;,422.00;513.50;558.60;
136,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:00;0833:42;0918:47;,422.00;513.70;558.80;
137,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:00;0835:17;0920:24;,422.00;515.30;560.40;
138,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:00;0836:17;0921:24;,422.00;516.30;561.40;
139,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:00;0837:12;0922:17;,422.00;517.20;562.30;
140,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:00;0837:54;0923:00;,422.00;517.90;563.00;
141,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:06;0839:42;0924:47;,422.10;519.70;564.80;
142,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:06;0840:00;0925:05;,422.10;520.00;565.10;
143,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:06;0841:05;0926:12;,422.10;521.10;566.20;
144,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:06;0842:17;0927:24;,422.10;522.30;567.40;
145,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:06;0842:35;0927:42;,422.10;522.60;567.70;
146,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:06;0843:42;0928:47;,422.10;523.70;568.80;
147,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:12;0844:17;0929:24;,422.20;524.30;569.40;
148,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:12;0844:35;0929:42;,422.20;524.60;569.70;
149,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:12;0845:00;0930:05;,422.20;525.00;570.10;
150,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:12;0845:17;0930:24;,422.20;525.30;570.40;
151,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:12;0846:30;0931:35;,422.20;526.50;571.60;
152,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:12;0846:35;0931:42;,422.20;526.60;571.70;
153,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:12;0848:24;0933:30;,422.20;528.40;573.50;
154,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:17;0848:30;0933:35;,422.30;528.50;573.60;
155,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:17;0849:00;0934:05;,422.30;529.00;574.10;
156,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:17;0849:17;0934:24;,422.30;529.30;574.40;
157,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:17;0850:12;0935:17;,422.30;530.20;575.30;
158,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:17;0853:30;0938:35;,422.30;533.50;578.60;
159,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:17;0854:35;0939:42;,422.30;534.60;579.70;
160,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0702:23;0856:30;0941:35;,422.40;536.50;581.60;
